,Case Number,Type,Country,Gender,Fatality
1728,2001.04.28,Unprovoked,USA,M,N
1729,2001.04.13.b,Unprovoked,USA,M,N
1730,2001.04.13.a,Unprovoked,USA,M,N
1731,2001.04.12.e,Unprovoked,USA,M,N
1732,2001.04.12.d,Unprovoked,USA,M,N
1733,2001.04.12.c,Unprovoked,USA,M,N
1734,2001.04.12.b,Unprovoked,USA,M,N
1735,2001.04.12.a,Unprovoked,USA,M,N
1736,2001.04.11.d,Unprovoked,USA,M,N
1737,2001.04.11.c,Unprovoked,USA,M,N
1738,2001.04.11.a,Unprovoked,USA,M,N
1739,2001.04.10,Unprovoked,USA,Unknown,N
1740,2001.04.08.b,Unprovoked,SOUTH AFRICA,M,N
1741,2001.04.08.a,Provoked,AUSTRALIA,M,N
1742,2001.04.05,Unprovoked,USA,M,N
1743,2001.04.02.b,Unprovoked,BRAZIL,F,N
1744,2001.04.02.a,Unprovoked,AUSTRALIA,M,N
1745,2001.03.23,Unprovoked,USA,M,N
1746,2001.03.09,Unprovoked,USA,M,N
1747,2001.03.08,Invalid,BRAZIL,M,N
1748,2001.03.03,Unprovoked,BRAZIL,M,Y
1749,2001.03.00,Sea Disaster,CARIBBEAN SEA,Unknown,Y
1750,2001.02.26,Boat,AUSTRALIA,Unknown,N
1751,2001.02.11,Invalid,MALAYSIA,F,Y
1752,2001.02.04,Unprovoked,AUSTRALIA,M,N
1753,2001.01.24.R,Boat,AUSTRALIA,M,N
1754,2001.01.24,Unprovoked,CUBA,F,N
1755,2001.01.21 ,Boat,AUSTRALIA,Unknown,N
1756,2001.01.09,Unprovoked,USA,M,N
1757,2001.01.06,Boat,NEW ZEALAND,M,N
1758,2000.12.24,Unprovoked,AUSTRALIA,M,N
1759,2000.12.12,Unprovoked,FIJI,M,Y
1760,2000.12.11,Boat,AUSTRALIA,Unknown,N
1761,2000.12.05,Unprovoked,CANADA,M,N
1762,2000.12.03,Unprovoked,AUSTRALIA,M,N
1763,2000.12.00,Unprovoked,NEW ZEALAND,F,Y
1764,2000.11.21,Unprovoked,AUSTRALIA,M,N
1765,2000.11.20,Invalid,AUSTRALIA,M,Y
1766,2000.11.18,Unprovoked,USA,M,N
1767,2000.11.10,Invalid,USA,F,N
1768,2000.11.06.b,Unprovoked,AUSTRALIA,M,N
1769,2000.11.06.a,Unprovoked,AUSTRALIA,M,Y
1770,2000.11.04,Unprovoked,USA,M,N
1771,2000.10.29,Boat,AUSTRALIA,Unknown,N
1772,2000.10.20,Unprovoked,USA,M,N
1773,2000.10.18,Unprovoked,USA,F,N
1774,2000.10.14,Unprovoked,USA,M,N
1775,2000.10.09,Unprovoked,USA,M,N
1776,2000.10.06.b,Unprovoked,USA,M,N
1777,2000.10.06.a,Unprovoked,USA,M,N
1778,2000.10.02,Unprovoked,USA,M,N
1779,2000.09.29,Unprovoked,USA,M,N
1780,2000.09.25,Unprovoked,AUSTRALIA,M,Y
1781,2000.09.24,Unprovoked,AUSTRALIA,M,Y
1782,2000.09.18,Provoked,AUSTRALIA,M,N
1783,2000.09.16.b,Unprovoked,OKINAWA,M,Y
1784,2000.09.16.a,Unprovoked,USA,Unknown,N
1785,2000.09.15,Unprovoked,USA,M,N
1786,2000.09.12,Unprovoked,USA,F,N
1787,2000.09.11,Unprovoked,USA,M,N
1788,2000.09.10.b,Unprovoked,USA,M,N
1789,2000.09.10.a,Unprovoked,SOUTH AFRICA,M,N
1790,2000.09.08.c,Unprovoked,TANZANIA,M,Y
1791,2000.09.08.b,Unprovoked,USA,M,N
1792,2000.09.08.a,Unprovoked,REUNION,M,N
1793,2000.09.00.b,Unprovoked,TANZANIA,Unknown,Y
1794,2000.08.31,Unprovoked,USA,M,N
1795,2000.08.30,Unprovoked,USA,M,Y
1796,2000.08.27.R,Provoked,USA,M,N
1797,2000.08.21,Unprovoked,USA,M,N
1798,2000.08.15,Unprovoked,USA,M,N
1799,2000.08.13,Unprovoked,USA,M,N
1800,2000.08.12,Unprovoked,USA,F,N
1801,2000.08.11,Invalid,USA,M,N
1802,2000.08.10,Invalid,USA,M,Y
1803,2000.08.00,Unprovoked,TANZANIA,Unknown,Y
1804,2000.07.25,Unprovoked,USA,M,N
1805,2000.07.22,Unprovoked,USA,F,N
1806,2000.07.17,Unprovoked,USA,M,N
1807,2000.07.16.b,Unprovoked,USA,M,N
1808,2000.07.16.a,Unprovoked,SOUTH AFRICA,M,N
1809,2000.07.15.b,Unprovoked,SOUTH AFRICA,M,N
1810,2000.07.15.a,Unprovoked,SOUTH AFRICA,M,N
1811,2000.07.12,Unprovoked,TONGA,M,N
1812,2000.07.10,Unprovoked,USA,M,N
1813,2000.07.09,Unprovoked,USA,M,N
1814,2000.07.07,Unprovoked,USA,M,N
1815,2000.07.06,Unprovoked,USA,F,N
1816,2000.07.04.b,Unprovoked,USA,F,N
1817,2000.07.04.a,Unprovoked,USA,F,N
1818,2000.07.02.b,Unprovoked,USA,F,N
1819,2000.07.02.a,Unprovoked,USA,F,N
1820,2000.07.00,Unprovoked,TANZANIA,Unknown,Y
1821,2000.06.30,Unprovoked,PAPUA NEW GUINEA,M,Y
1822,2000.06.29,Boat,NEW ZEALAND,M,N
1823,2000.06.19,Unprovoked,USA,M,N
1824,2000.06.13,Boat,USA,Unknown,N
1825,2000.06.10,Unprovoked,USA,M,N
1826,2000.06.09.b,Unprovoked,USA,M,N
1827,2000.06.09.a,Unprovoked,USA,M,N
1828,2000.06.02,Unprovoked,USA,M,N
1829,2000.06.00,Unprovoked,TANZANIA,M,Y
1830,2000.05.13,Sea Disaster,NEW CALEDONIA,Unknown,Y
1831,2000.05.09,Invalid,AUSTRALIA,Unknown,Y
1832,2000.05.07.b,Unprovoked,PAPUA NEW GUINEA,M,N
1833,2000.05.07.a,Unprovoked,PAPUA NEW GUINEA,M,Y
1834,2000.04.14,Unprovoked,USA,M,N
1835,2000.04.09,Unprovoked,USA,M,N
1836,2000.03.31,Unprovoked,USA,M,N
1837,2000.03.30,Unprovoked,AUSTRALIA,M,N
1838,2000.03.26,Unprovoked,USA,F,N
1839,2000.03.24,Unprovoked,USA,M,N
1840,2000.03.15,Unprovoked,NEW CALEDONIA,M,Y
1841,2000.03.14,Unprovoked,AUSTRALIA,M,N
1842,2000.03.10,Boat,AUSTRALIA,Unknown,N
1843,2000.03.09,Boat,AUSTRALIA,Unknown,N
1844,2000.03.03.R,Invalid,NEW ZEALAND,M,Unknown
1845,2000.03.02,Unprovoked,AUSTRALIA,M,N
1846,2000.03.00,Unprovoked,USA,M,N
1847,2000.02.21,Unprovoked,USA,M,N
1848,2000.02.19,Unprovoked,SOUTH AFRICA,M,N
1849,2000.02.14,Provoked,ENGLAND,M,N
1850,2000.02.03,Unprovoked,NEW ZEALAND,M,N
1851,2000.02.01,Unprovoked,AUSTRALIA,M,N
1852,2000.01.28.R,Boat,REUNION,M,Y
1853,2000.01.05,Unprovoked,THAILAND,M,Y
1854,2000.00.00,Boat,USA,M,N
1855,1999.12.31.c,Unprovoked,NEW ZEALAND,M,N
1856,1999.12.31.b,Unprovoked,NEW ZEALAND,F,N
1857,1999.12.31.a,Unprovoked,NEW ZEALAND,F,N
1858,1999.12.26,Unprovoked,BRAZIL,M,N
1859,1999.12.14,Invalid,USA,M,Y
1860,1999.12.06,Invalid,BRAZIL,M,N
1861,1999.12.02,Unprovoked,USA,M,N
1862,1999.11.30,Unprovoked,USA,M,N
1863,1999.11.23,Unprovoked,USA,F,N
1864,1999.11.15,Unprovoked,USA,M,N
1865,1999.11.13,Unprovoked,SOUTH AFRICA,M,N
1866,1999.11.06,Unprovoked,BRAZIL,M,N
1867,1999.11.00.b,Unprovoked,MARSHALL ISLANDS,M,N
1868,1999.11.00.a,Unprovoked,MARSHALL ISLANDS,M,N
1869,1999.10.30.b,Unprovoked,USA,M,N
1870,1999.10.30.a,Unprovoked,USA,M,N
1871,1999.10.20,Unprovoked,USA,M,N
1872,1999.10.01,Unprovoked,USA,M,N
1873,1999.09.29,Unprovoked,USA,M,N
1874,1999.09.24,Boat,ITALY,Unknown,N
1875,1999.09.16,Unprovoked,USA,F,N
1876,1999.09.10,Unprovoked,USA,F,N
1877,1999.09.05,Unprovoked,USA,M,N
1878,1999.09.04.b,Provoked,USA,M,N
1879,1999.09.04.a,Unprovoked,USA,M,N
1880,1999.08.26,Unprovoked,USA,M,N
1881,1999.08.24,Unprovoked,USA,M,N
1882,1999.08.23,Unprovoked,MARSHALL ISLANDS,M,N
1883,1999.08.21,Unprovoked,USA,M,N
1884,1999.08.16,Unprovoked,USA,M,N
1885,1999.08.05.a,Unprovoked,USA,M,N
1886,1999.08.05,Unprovoked,BAHAMAS,M,N
1887,1999.07.29,Unprovoked,SOUTH AFRICA,M,N
1888,1999.07.26,Unprovoked,USA,M,N
1889,1999.07.21,Unprovoked,USA,M,N
1890,1999.07.15,Unprovoked,SOUTH AFRICA,M,Y
1891,1999.07.06,Unprovoked,USA,M,N
1892,1999.07.04,Unprovoked,USA,F,N
1893,1999.07.03,Unprovoked,SOUTH AFRICA,M,N
1894,1999.06.19,Unprovoked,USA,M,N
1895,1999.06.17,Unprovoked,USA,M,N
1896,1999.06.12,Unprovoked,USA,M,N
1897,1999.06.09,Unprovoked,USA,M,N
1898,1999.05.29,Unprovoked,AUSTRALIA,M,Y
1899,1999.05.01,Unprovoked,BRAZIL,M,N
1900,1999.04.22,Unprovoked,MAURITIUS,F,N
1901,1999.04.11,Unprovoked,REUNION,M,Y
1902,1999.04.01,Unprovoked,USA,M,N
1903,1999.03.18.R,Unprovoked,NEW ZEALAND,M,N
1904,1999.03.18.b,Provoked,BRAZIL,M,N
1905,1999.03.18.a,Unprovoked,USA,F,Y
1906,1999.03.14.b,Unprovoked,NEW CALEDONIA,M,N
1907,1999.03.14.a,Provoked,NEW ZEALAND,M,N
1908,1999.03.08,Unprovoked,USA,M,N
1909,1999.03.05,Unprovoked,USA,F,N
1910,1999.02.26.R,Boat,USA,Unknown,N
1911,1999.02.23,Unprovoked,AUSTRALIA,M,N
1912,1999.02.03,Unprovoked,USA,M,N
1913,1999.01.29,Unprovoked,MAURITIUS,M,N
1914,1999.01.13,Unprovoked,SOUTH AFRICA,M,N
1915,1999.01.07,Boat,NEW ZEALAND,Unknown,N
1916,1999.01.03.R,Invalid,AUSTRALIA,F,N
1917,1999.01.03,Unprovoked,REUNION,Unknown,Y
1918,1999.00.00.b,Unprovoked,SOUTH AFRICA,M,N
1919,1999.00.00.a,Invalid,USA,M,N
1920,1998.12.24,Provoked,USA,M,N
1921,1998.12.22,Unprovoked,AUSTRALIA,F,N
1922,1998.12.20.R,Unprovoked,SOUTH AFRICA,M,N
1923,1998.12.18,Unprovoked,SOUTH AFRICA,M,N
1924,1998.12.15,Unprovoked,AUSTRALIA,F,N
1925,1998.11.21,Unprovoked,USA,M,Y
1926,1998.11.14,Unprovoked,USA,M,N
1927,1998.11.11,Unprovoked,USA,M,N
1928,1998.11.05,Unprovoked,USA,M,N
1929,1998.11.02.b,Provoked,JAPAN,M,N
1930,1998.11.02.a,Unprovoked,BRAZIL,M,Y
1931,1998.10.24,Unprovoked,USA,F,N
1932,1998.10.18,Unprovoked,SOUTH AFRICA,M,N
1933,1998.10.10,Unprovoked,USA,M,N
1934,1998.10.04,Unprovoked,BRAZIL,M,N
1935,1998.10.01.b,Unprovoked,REUNION,Unknown,N
1936,1998.10.01.a,Unprovoked,USA,M,N
1937,1998.09.27,Unprovoked,USA,M,N
1938,1998.09.22,Unprovoked,USA,M,N
1939,1998.09.16.R,Unprovoked,SOUTH AFRICA,M,N
1940,1998.09.14,Unprovoked,USA,M,N
1941,1998.09.00,Provoked,SENEGAL,M,N
1942,1998.08.30,Unprovoked,USA,M,N
1943,1998.08.27,Invalid,ITALY,Unknown,N
1944,1998.08.26,Unprovoked,USA,M,N
1945,1998.08.23.R,Unprovoked,USA,M,N
1946,1998.08.15,Unprovoked,BAHAMAS,M,N
1947,1998.08.13,Unprovoked,USA,M,N
1948,1998.08.12,Provoked,SOUTH AFRICA,M,N
1949,1998.08.01.b,Unprovoked,SOUTH AFRICA,M,N
1950,1998.08.01.a,Unprovoked,SOUTH AFRICA,M,N
1951,1998.07.26,Unprovoked,BRAZIL,M,N
1952,1998.07.25,Unprovoked,USA,M,N
1953,1998.07.06.b,Unprovoked,SOUTH AFRICA,M,N
1954,1998.07.11,Unprovoked,SOUTH AFRICA,M,N
1955,1998.07.06.a,Unprovoked,SOUTH AFRICA,M,N
1956,1998.06.28.a,Unprovoked,AUSTRALIA,M,Y
1957,1998.06.22,Unprovoked,SOUTH AFRICA,M,Y
1958,1998.06.08,Unprovoked,USA,M,N
1959,1998.06.05,Unprovoked,SOUTH AFRICA,M,N
1960,1998.05.30,Unprovoked,SOUTH AFRICA,M,N
1961,1998.05.29.b,Unprovoked,SOUTH AFRICA,M,N
1962,1998.05.29.a,Unprovoked,SOUTH AFRICA,M,N
1963,1998.05.25,Unprovoked,USA,M,N
1964,1998.05.16.c,Unprovoked,USA,F,N
1965,1998.05.16.b,Unprovoked,USA,M,N
1966,1998.05.16.a,Unprovoked,SOUTH AFRICA,M,N
1967,1998.04.26,Unprovoked,MOZAMBIQUE,F,Y
1968,1998.04.21,Unprovoked,USA,M,N
1969,1998.04.17,Provoked,USA,M,N
1970,1998.04.01,Unprovoked,BRAZIL,M,Y
1971,1998.04.00,Unprovoked,NEW CALEDONIA,Unknown,N
1972,1998.03.31,Unprovoked,USA,M,N
1973,1998.03.15,Unprovoked,SOUTH AFRICA,M,N
1974,1998.03.08.a,Unprovoked,USA,M,N
1975,1998.02.23,Unprovoked,USA,M,N
1976,1998.01.28.R ,Invalid,AUSTRALIA,M,Y
1977,1998.01.28.a,Unprovoked,NEW CALEDONIA,M,N
1978,1998.01.25.b,Unprovoked,REUNION,M,Y
1979,1998.01.25.a,Unprovoked,SOUTH AFRICA,M,N
1980,1998.01.17,Unprovoked,AUSTRALIA,M,N
1981,1998.01.14,Unprovoked,MOZAMBIQUE,M,N
1982,1998.00.00.c,Unprovoked,SOUTH AFRICA,M,Y
1983,1998.00.00.b,Unprovoked,REUNION,Unknown,Y
1984,1998.00.00.a,Unprovoked,USA,M,N
1985,1997.12.28.b,Unprovoked,SOUTH AFRICA,M,Y
1986,1997.12.28.a,Unprovoked,SOUTH AFRICA,M,N
1987,1997.12.25.b,Invalid,USA,F,N
1988,1997.12.25.a,Unprovoked,USA,M,N
1989,1997.11.09,Unprovoked,AUSTRALIA,M,N
1990,1997.11.05.R,Unprovoked,USA,M,N
1991,1997.11.05,Invalid,AUSTRALIA,M,Y
1992,1997.10.28.b,Unprovoked,AUSTRALIA,M,N
1993,1997.10.28.a,Unprovoked,USA,M,N
1994,1997.10.24,Unprovoked,USA,M,N
1995,1997.10.21,Unprovoked,USA,M,N
1996,1997.10.11.R,Boat,SOUTH AFRICA,Unknown,N
1997,1997.10.04,Unprovoked,USA,F,N
1998,1997.09.16,Unprovoked,BRAZIL,M,Y
1999,1997.09.09,Unprovoked,USA,M,N
2000,1997.09.08,Unprovoked,USA,Unknown,N
2001,1997.09.06,Unprovoked,USA,M,N
2002,1997.08.30,Unprovoked,USA,M,N
2003,1997.08.27,Unprovoked,USA,M,N
2004,1997.08.24,Unprovoked,USA,M,N
2005,1997.08.14.b,Invalid,MEXICO,M,Y
2006,1997.08.14.a,Unprovoked,MEXICO,M,Y
2007,1997.08.11.c,Unprovoked,USA,F,N
2008,1997.08.11.b,Unprovoked,EGYPT,M,N
2009,1997.08.11.a,Unprovoked,EGYPT,M,Y
2010,1997.08.10,Unprovoked,USA,M,N
2011,1997.08.09,Unprovoked,USA,M,N
2012,1997.08.05,Unprovoked,USA,F,N
2013,1997.08.04,Unprovoked,USA,M,N
2014,1997.08.02.b,Unprovoked,USA,M,N
2015,1997.08.02.a,Unprovoked,USA,M,N
2016,1997.07.27,Unprovoked,AUSTRALIA,M,N
2017,1997.07.21,Unprovoked,SOUTH AFRICA,M,Y
2018,1997.07.17,Unprovoked,BRAZIL,M,N
2019,1997.07.14,Unprovoked,USA,M,N
2020,1997.07.12,Unprovoked,OKINAWA,M,Y
2021,1997.07.02.R,Unprovoked,BRAZIL,Unknown,N
2022,1997.06.24,Unprovoked,USA,M,N
2023,1997.06.15,Unprovoked,FIJI,F,N
2024,1997.06.09,Unprovoked,USA,M,N
2025,1997.06.07,Unprovoked,BRAZIL,M,Unknown
2026,1997.06.02,Unprovoked,USA,M,N
2027,1997.05.31.c,Unprovoked,USA,M,N
2028,1997.05.31.b,Unprovoked,USA,M,N
2029,1997.05.31.a,Unprovoked,USA,M,N
2030,1997.05.26,Unprovoked,BAHAMAS,M,N
2031,1997.05.17,Unprovoked,BAHAMAS,M,N
2032,1997.04.20,Unprovoked,BRAZIL,M,N
2033,1997.02.28.b,Unprovoked,AUSTRALIA,F,N
2034,1997.02.28.a,Unprovoked,AUSTRALIA,M,N
2035,1997.02.21,Unprovoked,USA,M,Unknown
2036,1997.02.20,Unprovoked,REUNION,M,N
2037,1997.02.03,Boat,AUSTRALIA,F,N
2038,1997.01.25,Unprovoked,AUSTRALIA,M,N
2039,1997.01.20,Unprovoked,AUSTRALIA,M,Y
2040,1997.01.03.a,Unprovoked,REUNION,M,Y
2041,1997.01.01,Boat,AUSTRALIA,Unknown,N
2042,1996.12.29,Unprovoked,AUSTRALIA,M,Unknown
2043,1996.12.10,Unprovoked,SOUTH AFRICA,M,N
2044,1996.12.00.b,Unprovoked,NEW CALEDONIA,M,Y
2045,1996.12.00.a,Unprovoked,NEW CALEDONIA,F,N
2046,1996.11.29.a,Unprovoked,USA,M,N
2047,1996.11.18,Unprovoked,USA,M,N
2048,1996.10.28.b,Unprovoked,BRAZIL,Unknown,N
2049,1996.10.28.a,Unprovoked,BRAZIL,M,N
2050,1996.10.09,Unprovoked,OKINAWA,M,Y
2051,1996.10.05.,Unprovoked,USA,M,N
2052,1996.10.03.b,Unprovoked,USA,M,N
2053,1996.10.03.a,Unprovoked,USA,M,N
2054,1996.10.00,Unprovoked,BRAZIL,Unknown,N
2055,1996.09.18,Unprovoked,USA,M,N
2056,1996.09.06.b,Unprovoked,NEW ZEALAND,M,N
2057,1996.09.06.a,Unprovoked,USA,M,N
2058,1996.09.02.b,Unprovoked,USA,M,N
2059,1996.09.02.a,Unprovoked,USA,M,N
2060,1996.09.01.b,Invalid,USA,F,N
2061,1996.09.01.a,Provoked,SOUTH AFRICA,M,N
2062,1996.08.29,Unprovoked,USA,M,N
2063,1996.08.13,Unprovoked,USA,M,N
2064,1996.08.11,Unprovoked,USA,M,N
2065,1996.07.26,Unprovoked,USA,F,N
2066,1996.07.23.b,Unprovoked,OKINAWA,M,Y
2067,1996.07.23.a,Unprovoked,Unknown,M,N
2068,1996.07.21,Unprovoked,USA,M,N
2069,1996.07.20,Unprovoked,USA,M,N
2070,1996.07.14,Unprovoked,USA,Unknown,Unknown
2071,1996.07.10,Unprovoked,USA,M,N
2072,1996.07.04.b,Unprovoked,USA,F,N
2073,1996.07.04.a,Unprovoked,BAHAMAS,M,N
2074,1996.06.25,Unprovoked,USA,F,N
2075,1996.06.06,Unprovoked,AUSTRALIA,M,N
2076,1996.06.04,Unprovoked,SOUTH AFRICA,M,N
2077,1996.05.28,Unprovoked,SOUTH AFRICA,M,N
2078,1996.05.24,Invalid,AUSTRALIA,M,Y
2079,1996.05.18,Unprovoked,USA,M,N
2080,1996.05.10,Unprovoked,SOUTH KOREA,M,Y
2081,1996.05.07,Unprovoked,USA,M,N
2082,1996.04.28.b,Unprovoked,USA,M,Unknown
2083,1996.04.25.b,Unprovoked,AUSTRALIA,M,N
2084,1996.04.25.a,Unprovoked,AUSTRALIA,F,N
2085,1996.04.07,Unprovoked,BRAZIL,M,Y
2086,1996.03.05,Unprovoked,AUSTRALIA,F,N
2087,1996.03.00,Unprovoked,AUSTRALIA,M,N
2088,1996.02.26,Unprovoked,AUSTRALIA,M,N
2089,1996.02.19.R,Provoked,USA,F,N
2090,1996.02.10.c,Unprovoked,PAPUA NEW GUINEA,M,Y
2091,1996.02.10.b,Unprovoked,PAPUA NEW GUINEA,Unknown,N
2092,1996.02.10.a,Unprovoked,PAPUA NEW GUINEA,Unknown,Y
2093,1996.02.05,Sea Disaster,DOMINICAN REPUBLIC,Unknown,Y
2094,1996.02.04,Unprovoked,AUSTRALIA,M,N
2095,1996.01.23,Provoked,USA,M,N
2096,1996.01.22,Unprovoked,AUSTRALIA,F,N
2097,1996.01.16,Unprovoked,USA,M,N
2098,1996.01.14.b,Unprovoked,AUSTRALIA,Unknown,Unknown
2099,1996.01.12,Boat,AUSTRALIA,Unknown,N
2100,1996.01.10,Unprovoked,REUNION,M,Y
2101,1996.00.00.b,Unprovoked,FIJI,M,Y
2102,1996.00.00.a,Unprovoked,USA,M,N
2103,1995.12.18,Unprovoked,USA,M,Unknown
2104,1995.11.29,Unprovoked,NEW ZEALAND,M,N
2105,1995.11.25.b,Invalid,USA,M,N
2106,1995.11.25.a,Unprovoked,NORTHERN ARABIAN SEA,M,N
2107,1995.11.17,Unprovoked,AUSTRALIA,M,N
2108,1995.10.28.R,Unprovoked,USA,M,N
2109,1995.10.21,Unprovoked,USA,M,N
2110,1995.10.11,Unprovoked,AUSTRALIA,F,N
2111,1995.10.01,Unprovoked,USA,M,N
2112,1995.09.30.b,Unprovoked,USA,M,N
2113,1995.09.30.a,Unprovoked,USA,M,N
2114,1995.09.28,Unprovoked,USA,M,N
2115,1995.09.19.,Unprovoked,USA,M,N
2116,1995.09.17,Unprovoked,USA,F,N
2117,1995.09.16,Unprovoked,REUNION,M,Y
2118,1995.09.13,Unprovoked,USA,M,Y
2119,1995.09.11,Unprovoked,AUSTRALIA,M,Y
2120,1995.09.03.b,Unprovoked,USA,M,N
2121,1995.09.03.a,Invalid,USA,M,N
2122,1995.08.31.b,Unprovoked,USA,M,N
2123,1995.08.31.a,Unprovoked,USA,M,N
2124,1995.08.27,Unprovoked,BRAZIL,M,N
2125,1995.08.26/b,Unprovoked,USA,M,N
2126,1995.08.26.a,Unprovoked,USA,M,N
2127,1995.08.25,Unprovoked,USA,M,N
2128,1995.08.22.c,Unprovoked,USA,M,N
2129,1995.08.22.a,Unprovoked,USA,M,N
2130,1995.08.21,Unprovoked,USA,Unknown,N
2131,1995.08.19,Unprovoked,TONGA,M,N
2132,1995.08.15,Unprovoked,USA,M,N
2133,1995.08.13.a,Invalid,USA,M,Y
2134,1995.08.10.b,Unprovoked,USA,M,N
2135,1995.08.10.a,Unprovoked,USA,F,N
2136,1995.08.07,Unprovoked,USA,M,N
2137,1995.08.01,Invalid,TONGA,M,N
2138,1995.08.00,Invalid,USA,M,N
2139,1995.07.28.e,Unprovoked,USA,M,N
2140,1995.07.28.d,Unprovoked,USA,M,N
2141,1995.07.28.c,Unprovoked,USA,M,N
2142,1995.07.28.b,Unprovoked,USA,M,N
2143,1995.07.28.a,Unprovoked,USA,M,N
2144,1995.07.24,Unprovoked,USA,F,N
2145,1995.07.23,Unprovoked,USA,M,N
2146,1984.11.08,Unprovoked,SOUTH AFRICA,M,N
2147,1995.07.07,Unprovoked,BRAZIL,M,Y
2148,1995.07.06,Unprovoked,USA,M,N
2149,1995.07.03,Provoked,USA,F,N
2150,1995.07.00,Provoked,USA,M,N
2151,1995.06.30,Unprovoked,USA,M,N
2152,1995.06.24,Unprovoked,USA,F,N
2153,1995.06.23,Unprovoked,USA,M,N
2154,1995.06.17.b,Unprovoked,USA,M,N
2155,1995.06.17.a,Unprovoked,USA,M,N
2156,1995.06.16,Unprovoked,USA,F,N
2157,1995.06.14,Unprovoked,USA,M,N
2158,1995.06.13,Unprovoked,HONG KONG,F,Y
2159,1995.06.02,Unprovoked,HONG KONG,M,Y
2160,1995.05.31,Unprovoked,HONG KONG,Unknown,Y
2161,1995.05.26,Unprovoked,USA,M,N
2162,1995.05.24,Unprovoked,FIJI,M,Y
2163,1995.05.18,Unprovoked,AUSTRALIA,Unknown,Unknown
2164,1995.05.12,Unprovoked,SOUTH KOREA,F,Y
2165,1995.04.16,Invalid,USA,M,N
2166,1995.04.13,Unprovoked,USA,M,N
2167,1995.04.09.b,Unprovoked,AUSTRALIA,M,N
2168,1995.04.09.a,Unprovoked,JAPAN,M,Y
2169,1995.03.21,Unprovoked,AUSTRALIA,F,N
2170,1995.03.11,Unprovoked,AUSTRALIA,M,N
2171,1995.03.05,Unprovoked,BRAZIL,Unknown,Y
2172,1995.02.19,Unprovoked,SOUTH AFRICA,M,N
2173,1995.02.00,Unprovoked,VENEZUELA,M,N
2174,1995.01.24,Unprovoked,SOUTH AFRICA,M,Y
2175,1995.01.02,Unprovoked,BRAZIL,M,N
2176,1995.00.00.e,Invalid,SOUTH AFRICA,M,N
2177,1995.00.00.d,Provoked,AUSTRALIA,M,N
2178,1995.00.00.c,Invalid,USA,M,Y
2179,1995.00.00.b,Unprovoked,USA,M,Unknown
2180,1994.12.30,Unprovoked,SOUTH AFRICA,M,N
2181,1994.12.18,Unprovoked,USA,Unknown,N
2182,1994.12.13,Unprovoked,BRAZIL,M,N
2183,1994.12.11,Unprovoked,BRAZIL,M,N
2184,1994.12.10,Unprovoked,VANUATU,Unknown,Unknown
2185,1994.12.09.b,Invalid,AUSTRALIA,M,N
2186,1994.12.09.a,Unprovoked,USA,M,Y
2187,1994.12.01,Unprovoked,BRAZIL,M,Y
2188,1994.11.25.a,Unprovoked,SOUTH AFRICA,M,N
2189,1994.11.13,Unprovoked,USA,F,N
2190,1994.11.06.a,Unprovoked,USA,Unknown,N
2191,1994.10.18,Unprovoked,BRAZIL,Unknown,N
2192,1994.10.17,Unprovoked,BRAZIL,M,N
2193,1994.10.08,Provoked,USA,F,N
2194,1994.10.05,Unprovoked,USA,M,N
2195,1994.09.26,Unprovoked,USA,F,N
2196,1994.09.21,Unprovoked,USA,M,N
2197,1994.09.11.R,Sea Disaster,USA,M,Y
2198,1994.09.05,Unprovoked,USA,F,N
2199,1994.08.22,Unprovoked,JAPAN,Unknown,N
2200,1994.07.24,Unprovoked,BRAZIL,M,N
2201,1994.07.09.d,Unprovoked,BRAZIL,M,Y
2202,1994.07.09.c,Unprovoked,REUNION,M,Y
2203,1994.07.09.b,Unprovoked,SOUTH AFRICA,M,Y
2204,1994.07.09.a,Unprovoked,SOUTH AFRICA,M,N
2205,1994.07.08.b,Unprovoked,BRAZIL,M,N
2206,1994.07.08.a,Unprovoked,USA,M,N
2207,1994.06.24,Unprovoked,BAHAMAS,M,N
2208,1994.05.31.b,Unprovoked,USA,M,N
2209,1994.05.31.a,Unprovoked,USA,M,N
2210,1994.05.28,Unprovoked,USA,M,N
2211,1994.05.24,Unprovoked,USA,F,N
2212,1994.05.23,Unprovoked,USA,M,N
2213,1994.05.15,Unprovoked,USA,M,N
2214,1994.04.16,Invalid,USA,F,Y
2215,1994.04.15,Unprovoked,REUNION,Unknown,Y
2216,1994.04.06,Unprovoked,BAHAMAS,M,N
2217,1994.04.03,Unprovoked,USA,M,N
2218,1994.04.02,Unprovoked,SOUTH AFRICA,M,Y
2219,1994.03.23.b,Unprovoked,CHILE,F,N
2220,1994.03.23.a,Unprovoked,CHILE,M,N
2221,1994.03.07,Provoked,USA,M,N
2222,1994.03.01,Unprovoked,BRAZIL,M,N
2223,1994.02.27,Unprovoked,SOUTH AFRICA,M,N
2224,1994.02.19,Unprovoked,USA,M,N
2225,1994.02.13,Provoked,USA,M,N
2226,1994.02.12,Unprovoked,SOUTH AFRICA,M,N
2227,1994.02.00,Unprovoked,NEW CALEDONIA,Unknown,Y
2228,1994.01.31.b,Unprovoked,BRAZIL,M,N
2229,1994.01.31.a,Unprovoked,USA,M,Y
2230,1994.01.30,Unprovoked,SOUTH AFRICA,M,N
